id,description,value
5628,"qJR4CfLYcrbBzZf",2.775335
5629,"tF82VoloD0MYW8N",74.871314
5630,"6TxItnYCCDpUoS1",8.245122
5631,"hGekklkMulvqdKB",0.743343
5632,"ZPnD9pP4OlI1si9",497.673835
5633,"TKolSbZvWsyX7ts",15.910137
5634,"Gqn1W4bBhWhDjNJ",2.554399
5635,"H8k6v4OAV9Ma1l2",66.142413
5636,"v2XjRGWVphJ37Wn",1.668934
5637,"XMLuSxwtD9iHybG",0.625293
5638,"jxm61deU6QpgzAK",9.777558
5639,"rnDk0MiIkW9ofoQ",0.638322
5640,"rtNSU6sOII0e2ly",1.640335
5641,"vM4NpU53mVwj287",921.543680
5642,"3PTJDJbbwJvxQY2",3.621665
5643,"NuFlFPYWyrVmKY3",931.371603
5644,"TFKcyqGE9rucWOG",2.033686
5645,"hYx74Md4voNkhjm",21.785402
5646,"fIHRn1JlvW6fP2A",6.121493
5647,"5hpKNbjCwPPJYec",49.169230
5648,"mT4HTVeJwwF7ice",24.347247
5649,"EgxiI6BvHWjwmI2",0.598680
5650,"ac95vQX2KM73EZ8",2.724788
5651,"BaAud7cGhK788kx",6.696111
5652,"PGRxfJiUwAGuMsl",2.028360
5653,"QNcVM9Ntad36Xkh",154.060870
5654,"kNpEsG2mJ1dFnNk",383.747453
5655,"tDaxBsr3FL8s4mT",692.654785
5656,"lZIv2K28veKPu2T",8.126441
5657,"mKq2yv4A5KfH1Sn",0.992896
5658,"HWEz5kKaLVgSlCF",3.287097
5659,"rTMmPTWLfycit11",0.013831
5660,"FlQX63ZadChHD2c",8.668525
5661,"le7J5uWOaBCml7O",8.801707
5662,"7ZLcOgJLcUutRs8",2.658717
5663,"HcIKegOdE7OIPtU",7.251450
5664,"jqjAh9k58YKZh8k",26.474548
5665,"8aQozhf3oVn0PCe",0.993325
5666,"pOoaNnfOWoPsViV",962.463920
5667,"WPKgDT4QOVYAkmh",6.509891
5668,"kV6yG7MTB00iHIW",59.447321
5669,"VZOWnOVQg0AxpCI",432.838124
5670,"QudfNQesTMY2FYo",0.343637
5671,"v7KvWIkSLIeEPRk",8.481201
5672,"t7uwQwG0d9kGoTu",0.804196
5673,"W9VulorhxVu1ZBB",95.135010
5674,"cWvL3MlKsFbKdff",0.593408
5675,"sYuETn8PZ0uTqEX",0.430135
5676,"SYHMkzEiRPleYVI",0.278803
5677,"wBcb8fjVrNJyf4a",70.161522
5678,"i1fSG1nI816jR5R",8.359105
5679,"dCQa4cknAbHKiS8",603.458232
5680,"fQnM7M9WGckRVcD",22.991683
5681,"7IBFyV9JTvvmBHL",0.721670
5682,"fj6w20uA6FUQ2iw",0.939300
5683,"Ab6D794v5XoJRCe",6.150099
5684,"xNva2lIv9mCkJWE",0.757704
5685,"WXExJWGy4Zhr4Zx",3.169246
5686,"MmPqiJVX93sdKcW",428.466912
5687,"bV6RFkRhDfXq57W",0.632606
5688,"R1yP9yT6sBKuzQe",2.471791
5689,"cih9N4Bmxnmx1F0",97.339704
5690,"Qq8h1hmNPMJk1vf",6.282264
5691,"ZcKTEq1XT5WPMph",582.360177
5692,"kurB7eKMs2tcU8H",881.355484
5693,"ncKiM3JlHg4mymi",0.226149
5694,"n7DM29dUmBPKW0E",5.552194
5695,"pgD7XEp3mnRtiYV",0.596041
5696,"h9blC4j2pe3b4nD",772.738200
5697,"u2KHuk6tvaFuqNB",0.757404
5698,"QxgHjCuI7MmO93O",323.463158
5699,"wEoffD5KkFGQ8Qk",82.744338
5700,"jV9OEQ4ifaBD0Qa",21.686153
5701,"mTfMzoIFILf2B8B",81.719366
5702,"o57tjYy9JF2lph9",25.768377
5703,"mKfvEaDsVSCCEVz",7.403779
5704,"faNqgdybZM9rbSh",775.754406
5705,"L6mTE2dGNdcDxyY",80.805563
5706,"txZfsIO5G4pWXQL",621.170580
5707,"TPe5TegQs5unH0z",0.268469
5708,"PdtD0DJtMwCSScl",0.159062
5709,"x3aG5mkosNzAAJz",196.407372
5710,"xuYIz7ktRktSwEL",61.025037
5711,"fWD1fGNV8Y88L6z",2.821439
5712,"QkoY8ZifFtCSjkb",293.403147
5713,"AMIodkqWslMKbUU",8.067856
5714,"PEssCiah1IPoz6D",30.256875
5715,"qAJz5823SWzKjzo",5.453627
5716,"0MBHzNUIpnkXbgq",1.079939
5717,"gdBzS7va0zhtUtp",0.844057
5718,"XV2i5IjWKgUFPfi",353.339606
5719,"hZxBo4DxDXN6Ygm",0.913563
5720,"ubsStq6ThQFlQfc",7.567665
5721,"DqyS6Y8rZHCrjHh",21.014989
5722,"0sKdUPVhoDWE4ls",3.042861
5723,"Pp6qxmkHnGnJ0T2",257.995026
5724,"9byCx5atDp84ceI",4.425844
5725,"8gz1VbtpIkoSmDL",490.224786
5726,"L2l7iIQjJz88T7a",8.572041
5727,"wIBe6q6xIWoy1l2",260.138633
5728,"SO6n3IVFazUZQ6y",947.144207
5729,"MIlmV6wB8iIs5VP",929.824316
5730,"6aIgQ5TelYHkR5o",5.657618
5731,"6CweTR2DsGwNmlL",53.589872
5732,"aoNECTLF5GEoSTt",42.130611
5733,"KFTKOgdgEbiI86a",0.183351
5734,"hqEXFVtlpKhiZHN",54.971150
5735,"57Kksy8Gc6tUiXI",0.575337
5736,"62hbHT3vqlMp9DD",9.380725
5737,"XlpG2i8AY5UEWNi",0.815825
5738,"xknqbiXujzwVwOL",0.747358
5739,"Hczus1XfMA96b1i",1.122768
5740,"jEHRTVlxOnNijTe",0.950530
5741,"RsCWGUCt1rLuLU8",580.231666
5742,"7izCmrjM7t4Xoax",57.381326
5743,"xaEHClsh5owYd0Z",78.502051
5744,"QD1aA5dlfemVWbS",0.376964
5745,"x5a92ZqOMBvl21n",5.070339
5746,"MUdHlXUmiNIWBN5",44.490964
5747,"aaVVXhdZN3Nkmth",99.522708
5748,"PumqLCCxJ7w1nL8",12.555876
5749,"QtWFXWOu8CPqTVR",4.875357
5750,"khTK01KgyNWCBBJ",0.615133
5751,"b8NV6ZPL373OAeb",252.683006
5752,"3pTJFHRgGNnvFYm",0.087677
5753,"zXO6EmMes5EPdHJ",41.687025
5754,"uUZO4WqPjP0q394",9.878440
5755,"yh31AYoOnysvXoj",650.084552
5756,"oudKKbmJFmmEXNN",0.013058
5757,"Q371wrxCiyqGLy2",26.931094
5758,"jme1yJRo6BVcGFJ",0.465680
5759,"tNcFK3CVIYdmTxb",69.507350
5760,"RNKhLuQGtch0fQG",308.177529
5761,"g7DMdGCnCn7y4Eo",778.974557
5762,"lrvwJCxNS7pX0sm",7.335142
5763,"9Ygx0SRogPZo5KY",1.699210
5764,"Xzj8BdBLY7nL0zC",8.084628
5765,"5JNEhR7nCPfMK1d",31.854356
5766,"q0BOdOzuC28Unpo",797.501679
5767,"229jlP0UTuzgeKz",70.714226
5768,"G1POor6QUaPEcLG",8.512602
5769,"saOXTKVkozuewAk",0.882645
5770,"XlPJL18qr9CNjzQ",5.430020
5771,"MxtljgCmzQm4kOb",859.287477
5772,"grBjleSgwsUGhWD",0.173493
5773,"838V0mKaTKb5Pn0",1.165538
5774,"AD6m0QYAu5UdGd1",682.122302
5775,"hRq3KTRCds0wSe1",6.759381
5776,"HmZG6ZdCS94IAEA",853.847385
5777,"gCIyefYbJXe3tLP",244.653574
5778,"PUzt3cA8dbCKKxx",307.954221
5779,"94LbWh7rfySY4um",4.518796
5780,"nGPmwPOyRHJlsco",310.318114
5781,"GfYnn6is6YZjaEQ",9.498916
5782,"06QmvN97YUCIffU",0.900482
5783,"nt9cPfXEnVkmVjg",2.198269
5784,"JUy4Nl2ohfaUurz",0.603397
5785,"qr4EfxY8D8CaQ5L",0.858417
5786,"UUCazbXhTiGnpjU",975.920493
5787,"SNZRmQMoLkxsv7m",5.213224
5788,"Fn0v0WssshFlIiM",263.447053
5789,"14YZxhVEU52TyII",0.407251
5790,"V8xAsuSnin5gWBJ",0.261993
5791,"DvB5BnjbG7XYNEP",10.548230
5792,"Ls1h7yqMsuZeGhS",0.614672
5793,"K0I3pfJinYDWkvC",7.390926
5794,"e7oTORvvJlIUyy2",23.874458
5795,"tdEAZ6WLtgtSrSz",0.748893
5796,"FVBR5qt1ABebDqt",36.960567
5797,"w5pl8rSiRUVwVVi",40.654863
5798,"1z28GaAtDlh6wso",5.560279
5799,"mSB0xZwB1oCvfGY",0.255919
5800,"zJ6y85BczSog4rg",27.768506
5801,"T46hRXLBtqJcJCM",335.512939
5802,"y7hNuYbXNjL77Yd",728.154221
5803,"c7CMs6YrnjbVEze",320.433487
5804,"vAD7iHizaUvLxBn",98.091306
5805,"Mfv7ZePc6msPtHp",0.070076
5806,"XmHDMqNmNrpX78o",6.556292
5807,"aAa7PZg3etBLcnY",0.456092
5808,"po4xLjugBOguGId",784.516229
5809,"GbpvfLmmeWTdvyd",2.227713
5810,"UpkzX33OE6zazZd",606.390251
5811,"yRebJvpBzG0LY4z",68.713258
5812,"9lropt8qNqaVXYa",412.859452
5813,"kgBhDibYwmZoaS4",612.943612
5814,"QHjI6iHn0n5auyG",0.918950
5815,"vxK8R9wFFkicPyz",0.268672
5816,"ZL9BIrtFaklFMLS",0.564295
5817,"4DdqHojU8gYiJVC",0.842171
5818,"JZ5S3fXdyl2icg4",0.162125
5819,"GwZXsYC0y0iFReg",5.032131
5820,"pO0v2jSfHsGINPl",1.667721
5821,"mTWY5b8UQbdDyyh",36.578438
5822,"dkUTLkqAHKAsS6w",1.245999
5823,"iqd7dQdUhZcU2s4",22.577107
5824,"5Lakp6tx6MWTI3n",26.852927
5825,"VmOMO9MOLspNPlD",8.882003
5826,"Jud7pF3peTilhSQ",0.217261
5827,"dDSdPLAJzPVDPRI",27.607998
5828,"yhZoLVHoQIUsHqb",11.509692
5829,"65N9AbKzrCdYcZi",8.528019
5830,"aQnR0lwSVOJiwNw",0.387902
5831,"Wi4Z0RGC8XZV57w",598.893856
5832,"3HIJmOheb8RcJSS",0.209789
5833,"EgYNioOKhkZHQZl",732.932467
5834,"SwiI5PCRjXZrjhi",0.079522
5835,"614MWkyEfQjcW9A",408.684646
5836,"1zJPrunJfWJccQK",0.833469
5837,"FevXrL5DtUaIcYE",27.385785
5838,"TCLyusqvy2kxPES",0.563505
5839,"pXetAG7QPHODVo4",0.907557
5840,"y1pgGAOyQxOsONH",233.417862
5841,"vlasHLJidc84PHq",51.327439
5842,"YKPsK1Iz6p9KX0q",245.167294
5843,"gqm41w3tAcKFmlz",0.921450
5844,"DytzB4dqQfQksAL",661.264793
5845,"INzw7ikItiloyjl",64.926708
5846,"R85z3ngEP8dGUjf",619.973012
5847,"h1qgU6enqcWcIgo",22.865776
5848,"xXtiFNar6Bm7JKy",1.168180
5849,"AFwHNi3qvKeAIue",0.338910
5850,"ig69NwFGDYCaiCv",43.100078
5851,"7uAZiBpxK48M6EK",4.244160
5852,"Dj0jF3sj8ecMXEX",1.691867
5853,"6AaLH7bA14ritla",554.306590
5854,"jlOuhJP307qJgnW",940.195674
5855,"U0b9m27AcGenBKF",4.057864
5856,"PCw0jc7bXht5Lon",0.433572
5857,"17LOvm0ibMMc9kQ",8.637631
5858,"qCoYBMMC64uuXEJ",480.289753
5859,"IVS3dD69bAeWnsp",0.653759
5860,"jXOwVDLjdHtjBOE",29.772931
5861,"9h2wkK6FOzWv1EW",58.736588
5862,"0Iprx2jsydWqpEW",9.267902
5863,"Bje8oYgTsPZrjjc",871.551847
5864,"Z315cdq6dV7ePQe",808.009938
5865,"Ftb9R3J2P4yPEW2",85.909326
5866,"0EMdeVt4gH53Edo",86.930882
5867,"jfj6bKeZRgFST4Q",0.545071
5868,"T5rWvpDKOKTHrlM",0.263795
5869,"k9nhH4QHN8wt0CZ",99.273453
5870,"zgLjVwUay4bsWBt",502.891144
5871,"qey22Z6y9rEtmja",0.165528
5872,"kvTsUud0qEi9FuX",95.050965
5873,"5TQsP0JaMnvLtQV",0.401656
5874,"ydij1VQkEK2R75O",0.221226
5875,"K2oQmPPrnEmh7F9",1.574602
5876,"PR5RH1PGPRvV3Bx",88.797931
5877,"FyCOwuGEw3IfM3s",942.227533
5878,"yzUIqnHPRyJeaer",44.416752
5879,"kjXLErxJiJ8Ro9e",0.871050
5880,"imTQyQWGH2hL7J5",4.726431
5881,"MLLlQhkO8UUvbAX",0.050934
5882,"7EpfTWqREFh6wMZ",74.244550
5883,"KD6MgLtHg9tKzIZ",84.836943
5884,"nlFgstzSRFy4ZmT",676.697099
5885,"D5vZMcGKo2gfb9h",7.202022
5886,"wNaQRqhxW26tBcJ",0.415186
5887,"CFqdiTbGt1qIGXF",12.791064
5888,"SJBSB5cQCYnqcA7",62.637788
5889,"4TPqcdEAfTjbplB",7.572636
5890,"IUCzQivcYtGNn75",0.975876
5891,"k1U6ZN2n5grfb6Z",44.375202
5892,"2IZDaMMsF8OAQhg",394.858192
5893,"Tr4PpPFiaqiDEOs",8.762032
5894,"PbSoDbTiibRKDid",49.722297
5895,"GoKNYveFlIeEH1g",506.907886
5896,"iuuFnqsgdMwGPM5",535.855874
5897,"0YyonmAsq1gPIm7",0.511805
5898,"jFzleRTgJTDLG3k",0.822581
5899,"NzDgzPwWaruB6kH",56.540272
5900,"3z8JMKdNiSZKxwP",342.080959
5901,"Y9RAZIxAwG8sNbg",545.095603
5902,"VNjeVPtdnDUrJkb",555.799931
5903,"nYPJb1R6DMeIvt5",9.215785
5904,"6L0MpZxERvxZLRS",3.621264
5905,"OB5reVUQlsc9M7s",315.153151
5906,"1NslPJB3UnNrbVL",0.698570
5907,"qEedNSr83JlkiSM",87.805380
5908,"lX3bER50cMuJnWS",5.914987
5909,"Lsh8DOiNQazD4MO",4.925318
5910,"gQqlTiXAjqclINZ",0.152688
5911,"5GHdWgq9wVxIqes",75.244802
5912,"dsvamDToV5c2xND",606.242877
5913,"p5S10asXPpOWccg",4.490322
5914,"KozwwTSi52FiASz",0.083570
5915,"ZbobqdrDc4dTWB2",73.222833
5916,"L95neuIwfuaJPYR",0.277248
5917,"RFRwWs2LZQjuNBM",0.950416
5918,"z7hfTeMPaFBkwBQ",0.605905
5919,"LxFD9QigDEgicBi",97.309314
5920,"9NQFVnpv17iPt3n",3.968518
5921,"yYc8OV9LuLU5JBG",0.380825
5922,"loA2lak48mnQazO",8.770600
5923,"Ip1ZBQdPjcalDR8",0.631047
5924,"aTOTXjjVSPnRttR",0.258927
5925,"3T8rK649in9nSDm",18.649124
5926,"tdlc8FlatqgRFGo",190.038250
5927,"sgJk46DVeyhlv1N",7.440889
5928,"NtHdlaANi5kmZqI",4.907941
5929,"L8Bu4YpTtXBL7Io",351.100402
5930,"Sw4gCdadOpErrnL",15.895294
5931,"XZfwg8SrUx7ITiM",3.300185
5932,"OkqqfQBVhxOiav3",47.067603
5933,"G99hQk4UrLH1HfP",270.325666
5934,"BJhzaWQlcyhUNgZ",19.525999
5935,"e955SL0QYrFDErS",0.989680
5936,"yW6i4OfTZcXidaZ",6.994733
5937,"hIVI57bRwHxCrWb",432.896937
5938,"Mpc7SE7OsA7iXZH",7.131007
5939,"pxGnCLtJSyDMRB0",80.436827
5940,"qL7DaAtjXLd6O2a",804.401905
5941,"UoGrT82SPM7hc4W",64.916998
5942,"hiJYEuHIY8nef7Q",2.232783
5943,"TqLGMKrASNvdE6W",0.454553
5944,"fhglDvHmPPZ9C5K",449.521678
5945,"kkkBCZhxM22UCtH",257.293417
5946,"1wPITvfSBARTN5s",9.071717
5947,"5iOKEbBw8NbatCn",0.251888
5948,"F9XCyHazGSk5Fu3",7.410015
5949,"0GxRV3W3TtaAJX5",77.198220
5950,"QBFuejlae4fZBJj",9.186365
5951,"mBYWmfSB5fW1Lt3",0.151499
5952,"Asv4KHRA82jsFBl",9.424015
5953,"woxawLZ5evlMOxO",18.396492
5954,"jJxZSWP72pmG7jU",0.726259
5955,"8nRjJNmVEvp7z3b",608.004487
5956,"19FkVAk3WVAEhci",0.005324
5957,"PDxZHDU0Q24kFhR",359.089267
5958,"vHL66jVSIxG1BE7",4.844477
5959,"pIrSBYN3GSPx0Cv",0.570767
5960,"iiUTpw2XKFtARiZ",0.175233
5961,"PUrq6UCQgmmVfyS",5.160897
5962,"ezBYyIrMmKkkyru",0.133933
5963,"GYIDV2kqYydraLN",10.070755
5964,"YPCM4Qk6Gex17ee",52.682359
5965,"kPPJ3UY1xA9twbv",0.562673
5966,"ypU2gsNa51MeyUL",546.461237
5967,"NQ2JB7NWVcQ5Kgy",8.861413
5968,"mq2eDxYHHXVe57J",7.248420
5969,"24MEDd32QTQ8szA",171.124022
5970,"ZCoVFacrq2hBeiQ",41.586715
5971,"iETHCPnLfmZDF29",23.903262
5972,"IVxFO4fzUyAqlM3",0.085819
5973,"iHjaS3h62oHx9lI",833.158594
5974,"rHMNLyJwdi5R4ld",414.666157
5975,"UBwNrkPXUAQqAfK",0.500066
5976,"DPJGCwNDig0bN8E",20.480672
5977,"j9PnOABWezItKPB",268.287819
5978,"kUDaq6yg7BOK0eI",0.812473
5979,"5KYLEPfbBGpeSMR",2.852587
5980,"aIRpwGTNJLV9cPB",627.576540
5981,"yAQMXDLyu9JdgLj",2.148348
5982,"4p6zcdnWemt9qu2",0.593326
5983,"6FINhBmOX8nObXo",702.588463
5984,"ZyTwqWzMZn5vyez",0.513627
5985,"l4JmV4gIfsNl940",8.031502
5986,"h79WQ1pXhpE86v1",8.024849
5987,"zaVj7E00LewnG7A",97.157505
5988,"IaC0Yy43vYHMsMB",0.339020
5989,"0FgrJo7HH3539Yo",80.773536
5990,"LhOQNsIKIXiaWgd",0.896958
5991,"w6HQNPT1BHNMNU2",1.385294
5992,"ZWz3qiP06cb7duT",653.163117
5993,"Iw1pWwiQ0F8Vmcz",0.147967
5994,"AAfuixjvicrcvRX",98.099118
5995,"Qtnf6VM5oPb3KAc",31.516834
5996,"hT4RIRpRDd3Id11",27.861561
5997,"mMCQP0QqtRH54vV",0.171343
5998,"5IuhBTVZdhWk3go",477.506577
5999,"xvL45rceCgR1EZ1",734.776070
6000,"4t1QOp4wRIn4FjR",62.897563
6001,"QcJCqEvVTC35vhs",5.007037
6002,"FatbLE8Nfet67d3",8.905798
6003,"aWeUDzaEq2Tdtvq",7.307194
6004,"4l7xXEiJVNBhJsl",48.593357
6005,"ltSQBKvPhfiMskh",1.338882
6006,"pOx1vuwcCn6d78p",47.981532
6007,"vDHsYxRbjFlKDQj",7.274338
6008,"l21dJ6OWS5TvkWm",230.287036
6009,"ebUjmKYvCqxNOrn",14.279001
6010,"dUd7xitj94AVTQI",0.886040
6011,"UgPghctqm0KdRA7",3.504963
6012,"d8WrqVTZWHjoSEu",62.715985
6013,"00qwwVxCfCvH04m",8.313986
6014,"Lwv1Fq0HjOlzY4I",94.918741
6015,"XpYnfsB6vz4pUrK",214.109405
6016,"xigesci9g0gpVsu",683.196897
6017,"jLN1XXLBsE1U0WB",0.890133
6018,"jvSq7ybyl7aylXr",50.845671
6019,"Bhn08wNJSmz8xsx",0.149725
6020,"5hDyISGBMYfMgFb",147.243481
6021,"jrGtmBXVXAfpR0G",69.473280
6022,"5pufNE1e0qvR36J",227.642224
6023,"I33KTcnVAYALzwY",0.933777
6024,"gif5KEysTY4ua4R",0.685941
6025,"khB07WkGYQujy7N",353.566504
6026,"zAdRJJiigljgFZQ",974.403357
6027,"VaeZBlbRSqVIDAD",76.128660
6028,"9mAqCm6nrxztK36",0.218097
6029,"tfdKQ7Gr6LCDBJv",368.939054
6030,"rSNGj2tl9eY1F7G",0.102408
6031,"wy8SRX8NOtfoYaT",8.970017
6032,"gaRKnlOESSZbWL1",7.614522
6033,"cOer3EXZ6o1OTXG",8.119430
6034,"VfOZIqsJbj7X6I7",7.361460
6035,"qOeS5thKLaMDOPa",618.817082
6036,"tqB9n5OsJKxMviB",2.288553
6037,"QZGq7IQwbJdt77f",0.966129
6038,"Pz00vqCdKZpDFAc",76.507813
6039,"1pgIJlLGhvgKw1p",847.184717
6040,"rBTNSh0mvcrnq3W",63.309242
6041,"krBcNRtH5KdpV0Y",7.607588
6042,"L555RQsmMugjo8W",0.536916
6043,"JJdXJzqOmYbd6IB",572.392496
6044,"7VVthDJOa2econD",82.022267
6045,"ITQpbysFcgMXX7k",46.914764
6046,"SqvRmmak0adYbZm",30.228592
6047,"28eLA0hV63QHG6R",0.174793
6048,"rEj1aJFbi6jGqNF",65.591333
6049,"DhJXmsc4YKSAPGb",7.285895
6050,"87uuvVPFzKDE6Wq",0.515341
6051,"BIOF9T1TRrcBDuF",54.119829
6052,"ihq0DjgfxqTSLZy",0.499973
6053,"xBQnKq0PF2ZsBpB",24.408171
6054,"MI7YSCp16WnEVPF",65.327180
6055,"pxSdR3d2dxskaXW",65.713062
6056,"TZupAwL4smu0Wi5",16.150674
6057,"4RyXvjRMGgO5DCb",640.111479
6058,"2chnSPSW4oQxCYK",8.191484
6059,"QHIPnDnMlGd4mcE",117.350090
6060,"NWCMnWMgYTHZNUn",9.669489
6061,"KphCN0hDRxY3ypj",685.714624
6062,"cnChTSyDpHvkKks",6.821487
6063,"UnWS8dsBUQzFyG3",860.611227
6064,"5sFMyzpIx66CRM6",0.639396
6065,"DdYUslfLhX7wOpR",2.161032
6066,"45K9qrjlShA4UER",685.378873
6067,"fB2xH84f81kf8Xz",774.850090
6068,"aqx0zNcIHL5SYCS",0.101683
6069,"sjlfkOcazgY2Aou",475.041986
6070,"1uD6Zp4GQaVJWxS",2.518882
6071,"7os87X1Z1qBQBCl",0.575272
6072,"EfFzU7CcstxDHRB",0.469705
6073,"WLzeE7gEh3j6G6w",730.448718
6074,"6mD9jcYk5Ek8rVA",4.844085
6075,"FZaMlz7S65iv5iS",284.356693
6076,"hyJxcn5r6wrD7zu",9.722223
6077,"e9u2L68qW9C1ObZ",9.642885
6078,"IfiB8cUUEqsuu9M",24.516206
6079,"p8v1FSNIetvECvO",428.526912
6080,"dzLFTrZdWe4vNcP",1.136839
6081,"7NXkNqGQSZjagRU",5.129061
6082,"jPW3QCp8VBdgHTL",1.688389
6083,"14N1Tqvv22wXXPl",0.897973
6084,"pQAJbqoXwZZHIE7",35.939649
6085,"0Aej1aucpd0dLb7",6.234371
6086,"9RhIsTLFfWGRBLb",0.988580
6087,"B0KvKK5V2q8fKht",0.383557
6088,"RbLyAaOGue99r6n",0.608490
6089,"VbQoToj2wcTym0h",8.821481
6090,"d9xmhJmcgB3YOkI",0.457868
6091,"ez515HqqCC1qCO4",748.575940
6092,"tyegxuiqntTGS2D",95.158426
6093,"AftRodz7OQKSyfp",801.341994
6094,"uliPrcAqfKlDkGB",3.872474
6095,"zAceZgOmwnF03I9",0.247452
6096,"XLbdqZ4AkzrLimm",0.399181
6097,"HBUuUE7pO1NOsmJ",286.900659
6098,"7gl3qOl0DYOJJdU",0.224853
6099,"gu9lZlO2E0k6fBF",0.079408
6100,"rk10rm1w4cMxrdd",0.907360
6101,"Hc0q9ssoJ9qAQ4L",69.259016
6102,"8OJl5yM9OgSbZJ2",57.926569
6103,"Q59PK7y1gulCdOK",520.692498
6104,"i3iNAmtKOu8L4c2",0.525639
6105,"ggtXj0R19zasRUq",0.180883
6106,"zMLXUFkhB006HBW",0.632954
6107,"afcxX9ozUb4l4cp",593.783515
6108,"afR5DZal20WJLV0",0.379657
6109,"hzdfhITXbYISQhB",0.418485
6110,"PIPqgHMTqnT9mYA",23.181790
6111,"FCi6DWOHJ4ofNpI",29.421910
6112,"U7cBpdVABYB2EYX",0.813420
6113,"ysbOtxrG4M2HSNG",0.803869
6114,"STswscTMCcYt12a",318.992246
6115,"dpV6oLgblYVkGRf",39.942708
6116,"F29nVJVXJH1YBqb",632.556651
6117,"0K2V3gmfI6flMjT",73.733478
6118,"dwk3sUwWesoZNx1",666.506853
6119,"c5HWLkdKfEuX5nm",24.671075
6120,"DxWfTC2Px9pD9Ip",6.223754
6121,"0LzOPcj8cmvYDlY",20.700658
6122,"93YOYtcXmiQPMTi",0.254122
6123,"LEak0yzcNREkF4C",10.459217
6124,"YSvALzp0jirmgpc",0.949279
6125,"WGfbVqsGB6RL7gY",3.972194
6126,"l2NK1s2FCRoEM4a",662.347651
6127,"EJVNwaJRcSfRhBf",17.071688
6128,"rysdd8Lxav6e4g7",7.349238
6129,"tyIk6UciNjmNvDs",5.243815
6130,"wdqEwEQvybDqYgV",62.499008
6131,"em00F1OcWc2TE04",662.181956
6132,"EV68MuhEFpzQuDR",45.418309
6133,"XPWOyooMVU9BVKt",0.150808
6134,"3bcUi7X0sqBzPIs",0.301626
6135,"takUmJi8ZT8YvUb",0.183655
6136,"01BTnVFlpxA1ZHM",6.399041
6137,"HPTwJwCg8nFSlZh",0.765322
6138,"7d04d7lKYIjSvHv",94.891183
6139,"FgBAOmK1vwYckbG",707.768306
6140,"xr3PGSsCcrwiNAV",0.134405
6141,"amu0DC37WPAoRoe",484.239907
6142,"rUt5AI3yesjC0vm",2.211731
6143,"L7kpDAimdl73JTP",947.848537
6144,"iqRSrha2RmHdrqA",64.375134
6145,"NPXQ2Yzm6omwM0s",55.522741
6146,"8SRVr6Y6OQlCGrr",5.843023
6147,"dtQGoro9XB57059",0.205829
6148,"LdJ4ROJBlXkMe1f",30.206189
6149,"btWFWy1XMo8V1YD",79.944947
6150,"6g8gKHSfiP1ywMi",9.711213
6151,"8rprAPrdPDxK4Bu",37.558916
6152,"3eDqY4JbUo2T0bR",57.736371
6153,"mP1UVSzoTijjo64",0.684321
6154,"7mxS6vIwIri1yL2",24.552964
6155,"vAq6n6mciUJruyh",50.970164
6156,"kTz1BkgQw7LB1qr",51.955005
6157,"b8hWa9FqHo8p0Gp",0.154555
6158,"BYsaXHbCRotJKYT",0.106927
6159,"btPOvKdRuCb0irH",416.081666
6160,"JBEGRyIpOzSLMYz",21.798032
6161,"tQS3UGvyUScrnhY",8.543258
6162,"hgaJG0s1FQJtGxP",86.209658
6163,"P0NUlcXwpPlQ0dl",4.519910
6164,"60ufjKdAoxuxIhN",5.477797
6165,"IGJ6OQUS40qqLzP",323.827930
6166,"sBDroyOpIi5ly8c",198.932447
6167,"EWyMuSMgZ58IjQ3",11.725535
6168,"t3HQqpbsfqIWpUJ",58.838585
6169,"T0rS34o4Ju7Y9o6",6.217720
6170,"ukQ1wrwv9uGM0SJ",66.028495
6171,"O0YJb2YxruVYScy",217.686893
6172,"eRu1EqXBxSoLDy6",8.967864
6173,"1RBQo2dBk7kOanK",1.228611
6174,"Owc8ZN76D7l2mP4",7.014451
6175,"1n3XfHddQhigVwC",2.768950
6176,"5zKgR8Yj8CQx5ba",7.303348
6177,"KpOj0hUkx7JPKbw",50.942461
6178,"CKVs3jg9UWkxhGS",51.042400
6179,"DFmR9pUKmidXhoe",161.611734
6180,"51Z2Wkl9CQwGkSi",112.061694
6181,"MEzlmSgHQRNEX4h",32.887989
6182,"xImaitDYSYy59Sv",6.768410
6183,"XiZukDYzyxanSip",799.461116
6184,"hijRxPqISwBmCNm",7.052357
6185,"CU4g5ktnUEiHPM4",0.653048
6186,"nqFyI7xkEgB9qiM",501.206297
6187,"xxhX6HLZJa0HUPW",57.787249
6188,"qVgWvJpjk4JR0Zf",0.665601
6189,"tSIy95UgTYxv5QC",355.366210
6190,"d8rBXb2EGjeBZl7",289.447387
6191,"nE2CFEQfwWm6iTm",700.008526
6192,"pS4YPKTIychwEWq",38.862787
6193,"fxQSkGirO5Aq9Fq",0.462481
6194,"9ZusSDh38H5ri3z",22.274711
6195,"hx10UXeeCmRaC2F",12.744935
6196,"17lKUqpx64QlUQH",72.879216
6197,"UFTGbQXZQ8zQ59R",918.492215
6198,"LXOpg9XStRmQ4YK",38.041572
6199,"oE0Qh2LkLXBLQOz",0.562608
6200,"3oOno2C7CbsPp2Z",91.872279
6201,"aBrlL3JbjrK2fpP",0.848216
